,arc_L_segment,end_end_dist_2_segment,file_label,file_path,frame_numer,max_arc_l,Arc_win_rgn_A,Arc_win_rgn_B,avg_arc_l_win_fil_1,avg_arc_l_win_fil_2,fil_label,Arc_win_size,max_arc_L_segment,E_bend_arr_kBT,Mean_Curvature_segment,Std_Curvature_segment,E_bend_filament_kBT,L_p,L_p_std,R_sq_fit,L_P_dist,mean_pt_curv_for_dist
420,"[1.10,2.21,3.31,4.42,5.52,6.63,7.73,8.84,9.94]","[1.02,4.48,10.40,18.85,29.97,42.55,59.32,77.51,96.50]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.5746025517222884,0.691868378604388,0.633,0.367,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02]","[0.01,0.00,-0.00,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0615,82.552,17.076975296245354,1.0,13482.717,-0.008503641021837533
421,"[1.10,2.19,3.29,4.39,5.48,6.58,7.68,8.77,9.87]","[1.01,4.47,10.44,19.03,29.25,41.94,57.33,75.69,95.00]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.5863291344104983,0.7035949612925979,0.645,0.355,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01]","[0.00,-0.00,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0558,61.415,6.834742200749211,1.0,17678.403,-0.011052680625503122
422,"[1.09,2.18,3.28,4.37,5.46,6.55,7.65,8.74,9.83]","[1.01,4.51,10.58,18.46,28.76,41.67,57.46,74.37,94.12]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.5980557170987082,0.7153215439808078,0.657,0.34299999999999997,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.00,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0623,56.231,5.278159484110616,1.0,24393.77,-0.013380226307729759
423,"[1.09,2.18,3.27,4.37,5.46,6.55,7.64,8.73,9.82]","[1.03,4.59,10.14,18.97,29.68,41.72,58.02,75.61,93.82]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.6097822997869181,0.7270481266690177,0.668,0.33199999999999996,fil2,0.117,9.46971055033463,"[0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03]","[-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1168,77.884,14.961032243403723,1.0,25327.114,-0.016030645390335014
424,"[1.09,2.19,3.28,4.38,5.47,6.56,7.66,8.75,9.85]","[1.05,4.71,10.46,18.70,29.66,42.08,57.18,75.25,94.10]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.621508882475128,0.7387747093572277,0.68,0.31999999999999995,fil2,0.117,9.46971055033463,"[0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04]","[-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1242,59.005,4.382469347785103,1.0,18998.849,-0.018993347370333633
425,"[1.10,2.19,3.29,4.39,5.48,6.58,7.67,8.77,9.87]","[1.08,4.40,10.13,18.47,29.69,42.51,58.20,74.84,94.33]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.633235465163338,0.7505012920454376,0.692,0.30800000000000005,fil2,0.117,9.46971055033463,"[0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05]","[-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1566,55.75,5.861955562598512,1.0,14080.624,-0.02175987441978517
426,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.85,9.95]","[1.12,4.60,10.62,19.46,30.06,43.46,57.99,77.67,95.74]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.6449620478515479,0.7622278747336475,0.704,0.29600000000000004,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.05,0.06]","[-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2278,60.542,10.012725840598968,1.0,10788.469,-0.024920381090796792
427,"[1.09,2.17,3.26,4.34,5.43,6.52,7.60,8.69,9.77]","[1.18,4.36,10.47,18.52,29.26,41.32,56.04,73.77,92.08]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.6566886305397578,0.7739544574218574,0.715,0.28500000000000003,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.05]","[-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2132,47.513,3.233251267527493,1.0,9667.82,-0.027606845516659994
428,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.87]","[1.00,4.60,10.29,18.58,29.75,42.43,58.03,74.41,93.68]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.6684152132279677,0.7856810401100673,0.727,0.273,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.05,0.05]","[-0.02,-0.02,-0.02,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2379,44.321,3.5130589248211184,1.0,9257.385,-0.030273272651828626
429,"[1.09,2.19,3.28,4.37,5.47,6.56,7.65,8.75,9.84]","[1.06,4.36,10.15,18.72,28.96,42.00,58.24,75.46,92.75]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.6801417959161776,0.7974076227982773,0.739,0.261,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.03,0.04,0.05,0.05,0.05,0.05]","[-0.02,-0.02,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3142,51.897,9.327323241524514,1.0,9908.96,-0.0326655591509176
430,"[1.09,2.18,3.28,4.37,5.46,6.55,7.64,8.73,9.83]","[1.13,4.66,10.05,18.96,28.25,41.74,56.42,74.16,92.14]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.6918683786043875,0.8091342054864872,0.751,0.249,fil2,0.117,9.46971055033463,"[0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.03]","[-0.02,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2547,37.936,3.2970987417822677,1.0,12108.548,-0.03497994654977375
431,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.84,9.95]","[1.20,4.41,10.76,19.15,28.91,43.23,58.95,75.14,94.18]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7035949612925975,0.8208607881746971,0.762,0.238,fil2,0.117,9.46971055033463,"[0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.03,0.03]","[-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2714,37.134,3.8646386036672666,1.0,17943.824,-0.03697837816217652
432,"[1.10,2.20,3.30,4.40,5.50,6.60,7.71,8.81,9.91]","[1.01,4.74,10.68,18.18,29.77,42.96,56.85,76.53,93.19]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7153215439808074,0.832587370862907,0.774,0.22599999999999998,fil2,0.117,9.46971055033463,"[0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03]","[-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3067,39.965,6.45491461978813,0.999,41578.616,-0.03880342797413823
433,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.88]","[1.08,4.52,10.65,18.53,29.13,42.86,57.48,75.12,92.43]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7270481266690173,0.8443139535511169,0.786,0.21399999999999997,fil2,0.117,9.46971055033463,"[0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.02]","[-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2963,37.956,4.219420501601134,1.0,80675.979,-0.039688574071985484
434,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[1.18,4.32,10.67,19.02,28.57,40.64,55.58,73.81,91.85]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7387747093572272,0.8560405362393269,0.797,0.20299999999999996,fil2,0.117,9.46971055033463,"[0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02]","[-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2231,29.087,2.3345208843694336,1.0,61439.613,-0.03955338147507367
435,"[1.11,2.22,3.32,4.43,5.54,6.65,7.75,8.86,9.97]","[0.97,4.70,10.61,19.38,29.54,42.49,58.64,74.88,93.97]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7505012920454371,0.8677671189275368,0.809,0.19099999999999995,fil2,0.117,9.46971055033463,"[0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01]","[-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2283,31.159,1.839377711893383,1.0,38639.975,-0.03858627109384415
436,"[1.08,2.16,3.24,4.32,5.40,6.49,7.57,8.65,9.73]","[1.08,4.53,9.66,18.58,27.16,40.25,56.82,73.66,89.36]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7622278747336471,0.8794937016157467,0.821,0.17900000000000005,fil2,0.117,9.46971055033463,"[0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02]","[-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2533,38.325,8.128036763382742,0.999,29643.983,-0.0371195886699759
437,"[1.08,2.17,3.25,4.34,5.42,6.51,7.59,8.68,9.76]","[1.17,4.23,10.56,18.74,27.78,41.69,56.17,73.62,89.98]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.773954457421857,0.8912202843039566,0.833,0.16700000000000004,fil2,0.117,9.46971055033463,"[0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01]","[-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.215,35.622,4.8598863820434,0.999,25715.248,-0.03543915996941134
438,"[1.10,2.20,3.30,4.39,5.49,6.59,7.69,8.79,9.89]","[0.95,4.71,10.56,19.25,28.96,41.24,56.41,74.84,92.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7856810401100669,0.9029468669921665,0.844,0.15600000000000003,fil2,0.117,9.46971055033463,"[0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01]","[-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1622,30.297,2.539337240725764,1.0,23863.249,-0.03309848998724293
439,"[1.07,2.15,3.22,4.30,5.37,6.44,7.52,8.59,9.67]","[1.04,4.38,9.18,17.72,27.48,39.98,55.58,70.56,88.00]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.7974076227982768,0.9146734496803764,0.856,0.14400000000000002,fil2,0.117,9.46971055033463,"[0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01]","[-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1387,29.698,3.138173250052073,1.0,25339.892,-0.031206441434691836
440,"[1.08,2.15,3.23,4.30,5.38,6.46,7.53,8.61,9.68]","[1.15,4.04,10.18,17.85,28.17,41.50,54.58,70.08,88.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8091342054864867,0.9264000323685864,0.868,0.132,fil2,0.117,9.46971055033463,"[0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.112,27.787,2.323213758791431,1.0,27289.669,-0.02900532002399196
441,"[1.08,2.15,3.23,4.31,5.38,6.46,7.54,8.61,9.69]","[0.88,4.49,9.95,17.96,28.88,39.96,53.38,73.81,88.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8208607881746967,0.9381266150567963,0.879,0.121,fil2,0.117,9.46971055033463,"[0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.04,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1141,33.081,6.8735325692512,0.998,30803.936,-0.026781783914904232
442,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.87]","[0.96,4.03,9.49,17.70,29.03,40.62,58.68,76.30,91.55]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8325873708629066,0.9498531977450062,0.891,0.10899999999999999,fil2,0.117,9.46971055033463,"[0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1118,36.734,9.448962196510111,0.998,34298.872,-0.024815730273030693
443,"[1.09,2.17,3.26,4.34,5.43,6.51,7.60,8.68,9.77]","[1.05,4.42,10.42,17.38,29.13,41.24,56.06,73.87,89.37]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8443139535511165,0.9615797804332161,0.903,0.09699999999999998,fil2,0.117,9.46971055033463,"[0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00]","[-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0862,33.338,5.20681592838429,0.999,40596.075,-0.023099667947908083
444,"[1.07,2.14,3.21,4.28,5.35,6.42,7.49,8.56,9.64]","[0.73,3.89,9.89,16.99,26.41,38.38,53.18,71.13,86.84]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8560405362393264,0.973306363121426,0.915,0.08499999999999996,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00]","[-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0565,25.353,3.3761901345594203,0.999,49131.123,-0.02144222857110943
445,"[1.09,2.18,3.27,4.35,5.44,6.53,7.62,8.71,9.80]","[0.81,4.28,9.29,18.71,29.08,42.28,54.21,73.10,89.68]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8677671189275363,0.985032945809636,0.926,0.07399999999999995,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00]","[-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.051,26.844,3.4372278761951343,0.999,58367.789,-0.01968548232567475
446,"[1.10,2.19,3.29,4.38,5.48,6.57,7.67,8.76,9.86]","[0.87,4.63,10.04,17.86,28.36,41.83,58.60,73.55,90.71]",S_1,/Users/yogehs/Downloads/SbcC/S/1/6.csv,5.0,85.27633553510955,0.8794937016157462,0.9967595284978459,0.938,0.062000000000000055,fil2,0.117,9.46971055033463,"[0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00]","[-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0486,29.224,4.4571756459989125,0.999,68322.978,-0.018386652275752043
447,"[1.10,2.20,3.31,4.41,5.51,6.61,7.72,8.82,9.92]","[1.09,4.14,10.20,18.25,29.90,43.11,57.35,74.75,92.59]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.0,0.11731805651807505,0.059,0.9410000000000001,fil1,0.117,9.46971055033463,"[0.02,0.02,0.03,0.04,0.06,0.09,0.12,0.16,0.21]","[0.03,0.04,0.04,0.05,0.06,0.07,0.08,0.10,0.11]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.7496,30.794,2.918449207041539,1.0,1359.719,0.06992078340453266
448,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.75,9.85]","[0.98,4.62,10.43,17.94,28.64,40.67,55.84,74.07,90.46]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.011731805651807505,0.12904986216988254,0.07,0.9299999999999999,fil1,0.117,9.46971055033463,"[0.02,0.03,0.04,0.05,0.07,0.10,0.13,0.17,0.20]","[0.04,0.04,0.05,0.06,0.07,0.08,0.10,0.11,0.12]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.8003,26.136,2.4320075878303546,1.0,1218.102,0.07908897614099053
449,"[1.10,2.21,3.31,4.41,5.51,6.62,7.72,8.82,9.92]","[0.87,4.13,10.56,19.09,29.15,42.26,56.35,73.26,90.74]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.02346361130361501,0.14078166782169005,0.082,0.918,fil1,0.117,9.46971055033463,"[0.02,0.03,0.04,0.06,0.08,0.11,0.14,0.17,0.18]","[0.04,0.05,0.06,0.07,0.08,0.10,0.11,0.12,0.12]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.8191,21.561,1.0675726626960746,1.0,1231.926,0.0878580208918725
450,"[1.09,2.18,3.27,4.35,5.44,6.53,7.62,8.71,9.80]","[1.17,4.37,10.33,18.05,28.70,40.62,55.34,70.95,87.30]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.03519541695542251,0.15251347347349756,0.094,0.906,fil1,0.117,9.46971055033463,"[0.03,0.04,0.05,0.07,0.09,0.12,0.15,0.16,0.14]","[0.05,0.06,0.07,0.08,0.10,0.11,0.12,0.12,0.12]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.8438,19.072,1.0861206393702023,1.0,1532.548,0.09534855981069355
451,"[1.09,2.18,3.27,4.36,5.45,6.55,7.64,8.73,9.82]","[1.05,4.68,10.34,18.86,28.92,40.13,55.83,70.80,86.70]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.04692722260723002,0.16424527912530507,0.106,0.894,fil1,0.117,9.46971055033463,"[0.03,0.04,0.06,0.08,0.11,0.13,0.14,0.13,0.11]","[0.06,0.07,0.08,0.09,0.11,0.12,0.12,0.12,0.11]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.8475,17.493,1.3046940296781504,0.999,2075.068,0.09945293324831107
452,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[0.92,4.10,10.06,17.86,28.48,40.53,53.78,70.03,85.70]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.05865902825903753,0.17597708477711257,0.117,0.883,fil1,0.117,9.46971055033463,"[0.04,0.05,0.07,0.09,0.11,0.12,0.12,0.10,0.07]","[0.07,0.08,0.09,0.11,0.12,0.12,0.12,0.11,0.09]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.7719,15.162,0.7293186271491935,1.0,3125.316,0.10187022060883416
453,"[1.10,2.19,3.29,4.38,5.48,6.58,7.67,8.77,9.87]","[1.14,4.25,9.82,18.19,28.26,41.29,54.27,70.43,86.25]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.07039083391084504,0.18770889042892008,0.129,0.871,fil1,0.117,9.46971055033463,"[0.05,0.06,0.08,0.11,0.12,0.11,0.10,0.07,0.05]","[0.08,0.09,0.10,0.12,0.12,0.12,0.11,0.10,0.08]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00]",0.7537,14.535,0.7249855694547879,1.0,3513.085,0.10160444955544569
454,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[0.99,4.29,10.31,18.28,27.89,40.51,53.31,69.50,85.57]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.08212263956265255,0.1994406960807276,0.141,0.859,fil1,0.117,9.46971055033463,"[0.06,0.08,0.10,0.12,0.11,0.10,0.07,0.05,0.03]","[0.09,0.10,0.12,0.12,0.12,0.11,0.10,0.08,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00]",0.7268,14.336,0.4949258049243315,1.0,2459.559,0.09917924614210293
455,"[1.09,2.19,3.28,4.37,5.46,6.56,7.65,8.74,9.84]","[1.17,4.36,10.05,18.67,28.12,40.70,53.62,70.16,86.68]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.09385444521446006,0.2111725017325351,0.153,0.847,fil1,0.117,9.46971055033463,"[0.09,0.11,0.12,0.12,0.10,0.08,0.05,0.03,0.02]","[0.10,0.11,0.12,0.12,0.11,0.10,0.08,0.06,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00]",0.7276,15.227,0.5142815488828919,1.0,1466.991,0.0942223600178357
456,"[1.10,2.20,3.31,4.41,5.51,6.61,7.72,8.82,9.92]","[1.04,4.48,9.98,18.37,28.99,40.28,55.09,72.16,89.23]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.10558625086626756,0.2229043073843426,0.164,0.836,fil1,0.117,9.46971055033463,"[0.12,0.14,0.14,0.12,0.09,0.06,0.04,0.02,0.01]","[0.11,0.12,0.12,0.11,0.10,0.08,0.06,0.05,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00]",0.7363,16.898,0.6925642315233262,1.0,958.983,0.08703254780865771
457,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[0.93,4.63,10.03,18.35,29.02,40.47,55.58,73.03,90.43]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.11731805651807507,0.23463611303615012,0.176,0.8240000000000001,fil1,0.117,9.46971055033463,"[0.16,0.17,0.15,0.11,0.08,0.05,0.03,0.01,0.00]","[0.12,0.12,0.11,0.10,0.08,0.07,0.05,0.03,0.02]","[0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00]",0.758,20.364,1.0626123572234576,1.0,709.144,0.07746177262019517
458,"[1.10,2.21,3.31,4.41,5.52,6.62,7.72,8.82,9.93]","[1.12,4.35,10.35,18.80,28.36,41.42,56.89,74.68,92.31]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.12904986216988257,0.2463679186879576,0.188,0.812,fil1,0.117,9.46971055033463,"[0.22,0.19,0.15,0.11,0.07,0.04,0.02,0.00,0.00]","[0.12,0.12,0.10,0.09,0.07,0.05,0.03,0.02,0.01]","[0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00]",0.797,26.278,2.0346221493690835,1.0,632.683,0.06687605742594101
459,"[1.09,2.19,3.28,4.38,5.47,6.56,7.66,8.75,9.84]","[1.06,4.71,10.08,18.50,28.10,41.24,56.77,74.53,92.10]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.14078166782169008,0.25809972433976514,0.199,0.8009999999999999,fil1,0.117,9.46971055033463,"[0.26,0.20,0.14,0.09,0.05,0.03,0.01,0.00,0.00]","[0.12,0.10,0.09,0.07,0.05,0.04,0.02,0.01,0.01]","[0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00]",0.7884,35.204,3.7808098771447254,1.0,676.657,0.05544523794254171
460,"[1.09,2.17,3.26,4.35,5.43,6.52,7.60,8.69,9.78]","[1.03,4.64,10.01,18.46,28.11,41.28,56.74,72.32,91.81]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.15251347347349758,0.2698315299915726,0.211,0.789,fil1,0.117,9.46971055033463,"[0.23,0.16,0.10,0.06,0.03,0.01,0.00,0.00,0.00]","[0.10,0.09,0.07,0.05,0.04,0.02,0.01,0.01,0.01]","[0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00]",0.5984,38.751,3.3339375717288493,1.0,834.163,0.04444056470264402
461,"[1.11,2.21,3.32,4.42,5.53,6.64,7.74,8.85,9.96]","[1.03,4.63,10.84,18.51,29.51,42.86,58.43,76.13,95.88]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.1642452791253051,0.28156333564338015,0.223,0.777,fil1,0.117,9.46971055033463,"[0.22,0.14,0.08,0.04,0.01,0.00,0.00,0.00,0.00]","[0.09,0.07,0.06,0.04,0.02,0.01,0.01,0.01,0.01]","[0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00]",0.5083,48.018,3.8674973055928947,1.0,1110.167,0.03493846784928653
